Locations Axis	Global	
Values axis	Global	
x(mm)	y(mm)	z(mm)	Value(N_m2)	
113.75	25	24.927	1.74936e+006	
110.009	25	26.132	2.16513e+006	
112.5	25	26.177	1.87807e+006	
111.259	25	27.382	1.95654e+006	
113.811	25	27.427	1.79345e+006	
109.936	25	28.5676	2.06812e+006	
112.5	25	28.632	1.86302e+006	
111.177	25	29.8176	1.9126e+006	
113.802	25	29.809	1.67344e+006	
109.929	25	31.1127	2.07411e+006	
112.5	25	31.132	1.76637e+006	
111.252	25	32.4271	1.88848e+006	
113.75	25	32.382	1.6803e+006	
110.004	25	33.6041	2.01171e+006	
112.484	25	33.632	1.83164e+006	
111.236	25	34.809	1.88396e+006	
113.734	25	34.882	1.66711e+006	
110.004	25	36.059	1.92107e+006	
112.602	25	36.1048	1.7344e+006	
111.37	25	37.3548	1.75046e+006	
113.87	25	37.3548	1.68773e+006	
110.002	25	38.632	1.828e+006	
112.608	25	38.6499	1.74072e+006	
111.24	25	39.9271	1.81158e+006	
113.739	25	39.9265	1.63981e+006	
110.001	25	41.177	1.83488e+006	
112.608	25	41.1103	1.70324e+006	
111.369	25	42.3603	1.68834e+006	
113.864	25	42.3589	1.68304e+006	
110.001	25	43.677	1.71798e+006	
112.662	25	43.6455	1.7213e+006	
105.073	25	6.18118	2.80642e+006	
107.557	25	6.17705	2.48854e+006	
106.323	25	7.43118	2.60809e+006	
108.681	25	7.42705	2.34223e+006	
105.073	25	8.68118	2.81651e+006	
107.5	25	8.63197	2.50851e+006	
106.25	25	9.88196	2.64331e+006	
108.75	25	9.88196	2.33782e+006	
105	25	11.132	2.80921e+006	
107.5	25	11.132	2.49501e+006	
106.25	25	12.382	2.60669e+006	
108.75	25	12.382	2.36051e+006	
105	25	13.632	2.7888e+006	
107.503	25	13.632	2.5301e+006	
106.253	25	14.882	2.6578e+006	
108.753	25	14.882	2.31755e+006	
105	25	16.132	2.81368e+006	
107.503	25	16.132	2.48136e+006	
106.25	25	17.382	2.58815e+006	
108.75	25	17.382	2.34293e+006	
105	25	18.632	2.75797e+006	
107.51	25	18.632	2.49484e+006	
106.26	25	19.882	2.60942e+006	
108.76	25	19.882	2.25987e+006	
105	25	21.132	2.79712e+006	
107.437	25	21.1194	2.43991e+006	
106.177	25	22.3694	2.5573e+006	
108.604	25	22.419	2.32412e+006	
105	25	23.632	2.70495e+006	
107.424	25	23.6194	2.45171e+006	
106.247	25	24.882	2.54003e+006	
108.747	25	24.882	2.23973e+006	
105.004	25	26.132	2.69247e+006	
107.497	25	26.132	2.36135e+006	
106.254	25	27.382	2.44128e+006	
108.759	25	27.382	2.25112e+006	
104.886	25	28.6212	2.57051e+006	
107.499	25	28.632	2.38982e+006	
106.131	25	29.8712	2.41674e+006	
108.676	25	29.8176	2.13616e+006	
104.809	25	31.1716	2.55468e+006	
107.517	25	31.25	2.25831e+006	
106.195	25	32.5504	2.32957e+006	
108.77	25	32.5451	2.18849e+006	
104.927	25	33.6824	2.46399e+006	
107.519	25	33.7951	2.31372e+006	
106.251	25	34.927	2.353e+006	
108.753	25	34.8541	2.04864e+006	
105	25	36.132	2.45167e+006	
107.501	25	36.1771	2.13706e+006	
106.25	25	37.382	2.20539e+006	
108.752	25	37.382	1.98698e+006	
105	25	38.632	2.29288e+006	
107.503	25	38.632	2.1393e+006	
106.253	25	39.882	2.17549e+006	
108.753	25	39.882	1.91052e+006	
105.07	25	41.177	2.29256e+006	
107.503	25	41.132	1.97243e+006	
106.32	25	42.427	2.08348e+006	
108.751	25	42.427	1.86255e+006	
105.085	25	43.6041	2.15342e+006	
107.455	25	43.7054	1.95863e+006	
100.013	25	6.13196	3.36749e+006	
102.532	25	6.36803	3.01283e+006	
101.298	25	7.61803	3.19522e+006	
103.857	25	7.66724	2.92621e+006	
99.8954	25	8.72437	3.41519e+006	
102.534	25	8.98607	3.15902e+006	
101.132	25	10.0924	3.31241e+006	
103.75	25	10	2.9166e+006	
99.882	25	11.3424	3.46728e+006	
102.5	25	11.25	3.16434e+006	
101.25	25	12.5	3.22327e+006	
103.75	25	12.382	2.96265e+006	
100	25	13.75	3.47425e+006	
102.5	25	13.632	3.12604e+006	
101.25	25	14.882	3.28284e+006	
103.75	25	14.882	2.90259e+006	
99.9998	25	16.132	3.47408e+006	
102.5	25	16.132	3.08863e+006	
101.25	25	17.382	3.21355e+006	
103.75	25	17.382	2.94704e+006	
99.9998	25	18.632	3.4021e+006	
102.5	25	18.632	3.1176e+006	
101.25	25	19.882	3.25058e+006	
103.75	25	19.882	2.8721e+006	
99.9998	25	21.132	3.41547e+006	
102.5	25	21.132	3.04395e+006	
101.25	25	22.382	3.14816e+006	
103.75	25	22.382	2.90923e+006	
99.9998	25	23.632	3.31044e+006	
102.488	25	23.632	3.05544e+006	
101.238	25	24.882	3.19075e+006	
103.738	25	24.882	2.80421e+006	
100	25	26.25	3.29557e+006	
102.545	25	26.059	2.96758e+006	
101.307	25	27.427	3.02027e+006	
103.81	25	27.309	2.80687e+006	
100	25	28.75	3.18316e+006	
102.565	25	28.559	2.95074e+006	
101.259	25	29.882	3.02389e+006	
103.641	25	29.8712	2.66132e+006	
100	25	31.132	3.18859e+006	
102.436	25	31.1163	2.82518e+006	
101.177	25	32.3663	2.89672e+006	
103.604	25	32.4167	2.68028e+006	
100	25	33.632	3.00626e+006	
102.425	25	33.6614	2.78087e+006	
101.248	25	34.927	2.84861e+006	
103.748	25	34.927	2.54153e+006	
100	25	36.25	2.90977e+006	
102.498	25	36.1771	2.63607e+006	
101.25	25	37.5	2.64122e+006	
103.75	25	37.382	2.50547e+006	
99.8615	25	38.941	2.70803e+006	
102.5	25	38.75	2.57233e+006	
101.111	25	40.191	2.59441e+006	
103.75	25	40	2.35314e+006	
99.8615	25	41.441	2.67673e+006	
102.573	25	41.2743	2.42501e+006	
101.323	25	42.5243	2.41869e+006	
103.893	25	42.4514	2.31827e+006	
99.9958	25	43.7606	2.42922e+006	
102.617	25	43.7428	2.37926e+006	
95.1816	25	6.10713	4.22734e+006	
97.4271	25	6.18366	3.72964e+006	
96.3587	25	7.38196	3.96919e+006	
98.7635	25	7.38196	3.54437e+006	
95.1087	25	8.63197	4.20159e+006	
97.4967	25	8.63197	3.82435e+006	
96.2467	25	9.88196	4.03871e+006	
98.6287	25	9.97437	3.60313e+006	
95	25	11.132	4.21114e+006	
97.4967	25	11.132	3.84003e+006	
96.25	25	12.382	3.96281e+006	
98.75	25	12.5	3.66659e+006	
95	25	13.632	4.17461e+006	
97.5	25	13.632	3.8547e+006	
96.25	25	14.882	4.00466e+006	
98.75	25	14.882	3.58226e+006	
94.9998	25	16.132	4.19108e+006	
97.5	25	16.132	3.7796e+006	
96.2498	25	17.382	3.90684e+006	
98.7498	25	17.382	3.61573e+006	
94.9998	25	18.632	4.10615e+006	
97.4998	25	18.632	3.79119e+006	
96.2498	25	19.882	3.93641e+006	
98.7498	25	19.882	3.51554e+006	
94.9998	25	21.132	4.11885e+006	
97.4998	25	21.132	3.69956e+006	
96.2498	25	22.382	3.81652e+006	
98.7498	25	22.382	3.53335e+006	
94.9942	25	23.559	4.00508e+006	
97.4954	25	23.559	3.69607e+006	
96.2398	25	24.7361	3.78952e+006	
98.7454	25	24.809	3.40003e+006	
94.9946	25	26.059	3.93507e+006	
97.5211	25	26.132	3.54218e+006	
96.276	25	27.4549	3.66371e+006	
98.7757	25	27.573	3.44711e+006	
94.9932	25	28.559	3.83829e+006	
97.525	25	28.7049	3.58453e+006	
96.2423	25	29.809	3.67559e+006	
98.7493	25	29.882	3.28118e+006	
94.993	25	31.059	3.77192e+006	
97.4993	25	31.132	3.41038e+006	
96.25	25	32.382	3.4739e+006	
98.7501	25	32.382	3.25921e+006	
95	25	33.632	3.59134e+006	
97.5	25	33.632	3.35527e+006	
96.25	25	34.882	3.40928e+006	
98.7501	25	34.882	3.04029e+006	
95.0001	25	36.132	3.55139e+006	
97.4271	25	36.1189	3.12429e+006	
96.1771	25	37.3689	3.20916e+006	
98.6771	25	37.487	2.92969e+006	
95.0001	25	38.632	3.32145e+006	
97.3541	25	38.6668	3.0851e+006	
96.177	25	39.9298	3.16278e+006	
98.5385	25	40.1208	2.79323e+006	
94.9919	25	41.177	3.17435e+006	
97.4251	25	41.1798	2.86253e+006	
96.2399	25	42.4271	2.86224e+006	
98.748	25	42.5	2.66609e+006	
95.0639	25	43.559	2.90983e+006	
97.4522	25	43.7084	2.63934e+006	
89.927	25	6.06426	5.01685e+006	
92.4858	25	6.32295	4.50151e+006	
91.2377	25	7.57295	4.72596e+006	
93.8464	25	7.57295	4.34516e+006	
89.9999	25	8.63197	5.05046e+006	
92.4877	25	8.86803	4.62504e+006	
91.25	25	9.92705	4.85817e+006	
93.75	25	9.92705	4.33669e+006	
90	25	11.132	5.05417e+006	
92.5	25	11.177	4.60968e+006	
91.25	25	12.382	4.75287e+006	
93.75	25	12.382	4.40463e+006	
90	25	13.632	4.9919e+006	
92.5	25	13.632	4.61319e+006	
91.25	25	14.882	4.79766e+006	
93.75	25	14.882	4.31781e+006	
90.0031	25	16.132	5.00422e+006	
92.5	25	16.132	4.53829e+006	
91.2531	25	17.382	4.66784e+006	
93.7498	25	17.382	4.35289e+006	
89.9718	25	18.559	4.90343e+006	
92.4843	25	18.632	4.53035e+006	
91.2029	25	19.809	4.69059e+006	
93.7343	25	19.882	4.24339e+006	
89.9688	25	21.1041	4.81864e+006	
92.6023	25	21.2199	4.43619e+006	
91.3682	25	22.5149	4.52959e+006	
93.8678	25	22.4699	4.29947e+006	
90.0002	25	23.677	4.72758e+006	
92.618	25	23.8379	4.39995e+006	
91.25	25	25	4.56206e+006	
93.7444	25	24.927	4.08666e+006	
90	25	26.25	4.70939e+006	
92.5	25	26.25	4.2903e+006	
91.25	25	27.5	4.37935e+006	
93.7503	25	27.382	4.08199e+006	
90.0247	25	28.677	4.56913e+006	
92.5039	25	28.632	4.22378e+006	
91.2786	25	29.809	4.33704e+006	
93.7468	25	29.809	3.8915e+006	
90.0977	25	31.1288	4.49149e+006	
92.5039	25	31.132	4.04109e+006	
91.323	25	32.4518	4.14179e+006	
93.75	25	32.382	3.86035e+006	
90.1061	25	33.6288	4.31326e+006	
92.4999	25	33.632	3.97314e+006	
91.283	25	34.809	4.05888e+006	
93.7499	25	34.882	3.65478e+006	
90.0332	25	36.059	4.15672e+006	
92.4999	25	36.132	3.76394e+006	
91.25	25	37.382	3.81755e+006	
93.7501	25	37.382	3.60427e+006	
90	25	38.632	3.90656e+006	
92.5	25	38.677	3.66335e+006	
91.25	25	39.9271	3.69958e+006	
93.75	25	39.9271	3.32818e+006	
90.0001	25	41.177	3.71876e+006	
92.5	25	41.177	3.37693e+006	
91.2501	25	42.427	3.36292e+006	
93.7419	25	42.427	3.19641e+006	
89.9954	25	43.6147	3.36157e+006	
92.4883	25	43.6456	3.19125e+006	
84.9392	25	6.29935	6.09492e+006	
87.6294	25	6.32413	5.46936e+006	
86.3347	25	7.62156	5.76039e+006	
88.8961	25	7.57361	5.3145e+006	
84.9363	25	8.68163	6.11994e+006	
87.6458	25	8.94188	5.54409e+006	
86.2474	25	10.002	5.8719e+006	
88.7497	25	10.0002	5.26216e+006	
85.0707	25	11.1817	6.13777e+006	
87.499	25	11.2507	5.54903e+006	
86.3223	25	12.4305	5.73258e+006	
88.7493	25	12.3825	5.26803e+006	
85.0709	25	13.6836	6.02911e+006	
87.4984	25	13.633	5.50942e+006	
86.247	25	14.8861	5.73535e+006	
88.749	25	14.8825	5.16168e+006	
84.9979	25	16.2536	5.94241e+006	
87.4987	25	16.133	5.41725e+006	
86.2497	25	17.5005	5.56724e+006	
88.7528	25	17.3825	5.18998e+006	
84.9338	25	18.5608	5.89115e+006	
87.4996	25	18.6325	5.35113e+006	
86.1837	25	19.6927	5.56038e+006	
88.7186	25	19.809	5.00626e+006	
84.9072	25	20.9878	5.74847e+006	
87.4999	25	21.132	5.23747e+006	
86.2234	25	22.427	5.38957e+006	
88.7502	25	22.427	5.0107e+006	
84.9734	25	23.677	5.59407e+006	
87.5017	25	23.677	5.19737e+006	
86.2518	25	24.927	5.33966e+006	
88.7517	25	24.927	4.84197e+006	
85.1169	25	26.132	5.59652e+006	
87.4288	25	26.2177	5.02845e+006	
86.2939	25	27.4226	5.21262e+006	
88.6771	25	27.5407	4.85033e+006	
84.8078	25	28.6554	5.37e+006	
87.3773	25	28.5997	5.02362e+006	
85.8912	25	29.8324	5.06501e+006	
88.7249	25	29.7361	4.67449e+006	
84.6382	25	31.3464	5.16181e+006	
87.6863	25	31.1928	4.78983e+006	
86.4333	25	32.7067	4.83444e+006	
89.059	25	32.5855	4.66687e+006	
84.9347	25	33.7049	5.05249e+006	
87.809	25	33.8301	4.71575e+006	
86.3104	25	34.8283	4.79755e+006	
88.8561	25	34.8734	4.36556e+006	
84.9982	25	36.1212	4.93001e+006	
87.573	25	36.1964	4.49169e+006	
86.2608	25	37.4892	4.53143e+006	
88.75	25	37.382	4.24437e+006	
84.9872	25	38.7789	4.65748e+006	
87.5082	25	38.742	4.3214e+006	
86.2346	25	40.0317	4.38174e+006	
88.7582	25	39.992	3.93498e+006	
84.9502	25	41.1708	4.46806e+006	
87.5296	25	41.1704	4.01221e+006	
86.2452	25	42.3095	3.99105e+006	
88.7715	25	42.3554	3.73608e+006	
84.9179	25	43.4536	4.04714e+006	
87.4248	25	43.5394	3.67144e+006	
82.496	25	6.26978	6.94586e+006	
81.1768	25	7.57168	7.34894e+006	
83.6867	25	7.44802	6.5475e+006	
82.4949	25	8.7706	6.88788e+006	
81.008	25	10.0315	7.31883e+006	
83.7444	25	10.0042	6.44707e+006	
82.5269	25	11.3368	6.77847e+006	
81.4002	25	12.7753	7.08313e+006	
83.8531	25	12.5143	6.40004e+006	
82.5257	25	13.8376	6.6626e+006	
81.2247	25	15.1214	7.05646e+006	
83.7435	25	15.007	6.20797e+006	
82.4777	25	16.2667	6.5532e+006	
81.2061	25	17.7386	6.93435e+006	
83.7321	25	17.5134	6.26912e+006	
82.4821	25	18.7634	6.47764e+006	
81.2239	25	20.073	6.717e+006	
83.6838	25	19.8108	6.01749e+006	
82.5013	25	21.441	6.24771e+006	
81.2979	25	22.8606	6.58173e+006	
83.7247	25	22.618	5.96236e+006	
82.5013	25	23.941	6.24991e+006	
81.0623	25	25.2361	6.46634e+006	
83.75	25	25	5.7885e+006	
82.4725	25	26.368	6.00076e+006	
81.3495	25	27.809	6.29826e+006	
83.8394	25	27.5	5.67338e+006	
82.4725	25	28.868	6.00382e+006	
81.2922	25	30.2361	6.25799e+006	
83.441	25	30.0234	5.46419e+006	
82.5551	25	31.3229	5.75919e+006	
81.4156	25	32.691	5.99916e+006	
83.7524	25	32.6459	5.43985e+006	
82.5576	25	33.8205	5.65454e+006	
81.1339	25	35.2336	5.83087e+006	
83.7399	25	34.8795	5.19564e+006	
82.5176	25	36.3559	5.36616e+006	
81.2303	25	37.9668	5.63676e+006	
83.776	25	37.5975	5.07869e+006	
82.6245	25	38.8445	5.30502e+006	
81.3838	25	40.2388	5.42838e+006	
83.8357	25	40.0259	4.77249e+006	
82.5969	25	41.141	4.96961e+006	
81.5359	25	42.5966	5.11831e+006	
83.7114	25	42.2859	4.51386e+006	
82.385	25	43.2579	4.66077e+006	
125	2.44524	6.26031	3053.28	
125	1.26819	7.50789	3318.36	
125	5.03503	6.42301	4121.31	
125	3.5772	7.47923	3857.96	
125	2.37656	8.67726	4204.62	
125	1.18989	9.90545	4402.49	
125	4.86872	8.7347	5280.43	
125	3.66808	9.93272	5384.26	
125	2.4349	11.0925	5608.11	
125	1.29882	12.3817	5820.27	
125	4.94862	11.2051	7132.29	
125	3.71545	12.3649	7161.65	
125	2.51394	13.5743	7296.39	
125	1.41759	14.6539	7256.88	
125	4.81901	13.5053	8867.73	
125	3.6175	14.7148	8829.89	
125	2.44315	16.1685	8959.72	
125	1.02459	17.5533	8618.05	
125	5.01138	15.8477	11007.7	
125	3.83702	17.3014	10912.1	
125	2.43006	18.7652	10550	
125	1.28232	19.9857	10116.8	
125	5.12733	18.496	12954	
125	3.72038	19.9599	12458.1	
125	2.44487	21.2833	11894.7	
125	1.18372	22.5369	11145.1	
125	4.93194	21.1519	14392.1	
125	3.65643	22.4753	13697.5	
125	2.4163	23.7198	12898.3	
125	1.14577	24.9597	11898.5	
125	4.81599	23.4733	15327.7	
125	3.57586	24.7178	14451.3	
125	2.48644	26.125	13657.2	
125	1.27215	27.4285	12548	
125	4.98911	25.6688	16248.1	
125	3.89969	27.0759	15337.9	
125	2.5181	28.6889	14036.1	
125	1.29045	30.0432	12729	
125	5.16624	28.3939	16737.2	
125	3.78465	30.0069	15317.4	
125	2.49411	31.2568	13924.4	
125	1.29076	32.4461	12538.4	
125	5.00772	31.1836	16341.5	
125	3.71718	32.4334	14866.2	
125	2.50139	33.5947	13495.2	
125	1.41662	34.579	12208.3	
125	4.82699	33.4153	15552.4	
125	3.6112	34.5766	14124.8	
125	2.40176	36.0954	12602.4	
125	1.00148	37.545	10826.5	
125	5.00887	35.7234	14633.9	
125	3.79942	37.2422	13066.5	
125	2.3941	38.7613	11362.1	
125	1.21728	40.0306	9763.85	
125	5.06295	38.5358	13124.9	
125	3.65763	40.055	11399.8	
125	2.46476	41.2194	10009.9	
125	1.19652	42.4737	8244.04	
125	4.86299	41.2603	11321.6	
125	3.67012	42.4248	9916	
125	2.41876	43.6589	8286.62	
125	4.77842	43.4888	9868.02	
125	7.59404	6.78599	6974.46	
125	5.98127	7.69717	5513.28	
125	10.0172	5.77113	11143.5	
125	8.52993	7.54598	9138.81	
125	7.30466	9.02289	7943.56	
125	6.19211	10.0604	7430.89	
125	9.96612	8.53969	13037.5	
125	8.74085	10.0166	11388.4	
125	7.41648	11.4127	10127.4	
125	6.17299	12.5574	9487.36	
125	9.96168	11.1674	15155.7	
125	8.6373	12.5635	13365.1	
125	7.57915	13.9301	12487.8	
125	6.22518	14.878	11569.6	
125	10.0318	13.5001	17266.7	
125	8.97365	14.8667	16111	
125	7.69098	16.7814	15153.9	
125	6.47718	17.7511	14252	
125	9.89133	15.8795	18802.5	
125	8.60866	17.7943	17528.8	
125	7.57295	19.3279	16754.4	
125	6.2231	20.0728	15407	
125	9.83558	18.5977	20475.4	
125	8.79987	20.1313	19484.7	
125	7.45897	21.4765	17839.4	
125	6.16781	22.5556	16644.8	
125	9.97634	21.2141	22288.2	
125	8.63544	22.5593	20314.3	
125	7.39736	24.059	18793.2	
125	6.04554	24.9767	17345.8	
125	10.0921	23.4561	23257.8	
125	8.85404	24.9558	21432.9	
125	7.28908	26.9416	19193.7	
125	6.23265	27.6337	18046.1	
125	9.95969	25.8041	23457	
125	8.39473	27.7899	20880.5	
125	7.3611	29.3444	19205.1	
125	6.29469	30.1045	17908	
125	9.89711	28.5096	22948.9	
125	8.86348	30.064	21088.4	
125	7.48195	31.4618	18798.5	
125	6.19498	32.5408	17083	
125	10.0761	31.0892	22289.1	
125	8.69456	32.4869	19757.9	
125	7.47153	33.868	17642.7	
125	6.10355	34.7426	15971.4	
125	10.3297	33.4426	20927.6	
125	9.10665	34.8237	18492	
125	7.5	36.6667	15658.1	
125	6.40532	37.6475	14333.9	
125	10.1424	35.8714	18537.2	
125	8.53571	37.7143	15403.6	
125	7.5	39.2708	13643.7	
125	6.15763	40.1591	12417.6	
125	9.77517	38.7052	14824.4	
125	8.73945	40.2618	12861.8	
125	7.54005	41.4271	11901.4	
125	6.24541	42.5283	10824.4	
125	9.98272	41.4172	11664.9	
125	8.78332	42.5825	10657.2	
125	7.34907	43.8245	10228.2	
125	10.2307	43.8369	9154.2	
125	12.6091	6.15285	21002	
125	11.1851	7.28791	16446.5	
125	14.9321	6.4423	36744.1	
125	13.7006	7.41264	29417.3	
125	12.4365	8.63107	22531.8	
125	11.2175	9.88285	18607.6	
125	14.9461	8.69247	38079.4	
125	13.682	9.91089	30850.7	
125	12.466	11.1284	24426.9	
125	11.2102	12.413	20568.3	
125	14.9402	11.177	39131.4	
125	13.7242	12.3945	31951.5	
125	12.5775	13.666	26335.9	
125	11.3991	14.7531	22691	
125	14.9321	13.5971	39347.2	
125	13.7854	14.8685	33268.3	
125	12.5391	16.1561	27541.6	
125	11.0312	17.2826	23249	
125	14.8806	16.0414	39382.6	
125	13.6343	17.329	33081.2	
125	12.5015	18.6893	28489.8	
125	11.3058	20.0044	25329	
125	15.0078	18.618	40102.9	
125	13.875	19.9783	34980.8	
125	12.5341	21.2007	29343.8	
125	11.2046	22.4103	25991.2	
125	15.0471	21.1668	40361.1	
125	13.7062	22.3891	34201.7	
125	12.5723	23.6618	29842	
125	11.4598	24.7077	26943.7	
125	14.9335	23.6533	39083.4	
125	13.7997	24.926	34215.8	
125	12.4416	26.3337	29176.7	
125	10.9415	27.4302	25474.1	
125	14.935	26.1547	37992.3	
125	13.577	27.5625	32385.5	
125	12.4032	28.8696	28109.2	
125	11.3588	29.949	25379.9	
125	14.9361	28.6552	36080.2	
125	13.7623	29.9624	31300.9	
125	12.5389	31.1885	26792	
125	11.2562	32.3287	23475	
125	14.947	31.1614	33552.3	
125	13.7236	32.3875	28720.8	
125	12.5814	33.6473	24381	
125	11.6548	34.7612	21677.5	
125	15.0268	33.6642	30295.9	
125	13.8846	34.9239	25327.7	
125	12.4277	36.2387	20591.6	
125	10.9153	37.3488	17250.9	
125	15.0135	36.1801	25905.8	
125	13.5566	37.4949	20572.4	
125	12.3752	38.804	16298.5	
125	11.2351	40.1604	13306.1	
125	14.9767	38.8318	20913.6	
125	13.7954	40.1409	15508.4	
125	12.2596	41.3098	11755.2	
125	11.0072	42.5666	9655.29	
125	15.0497	41.3881	17335.4	
125	13.5139	42.557	11043.6	
125	12.2643	43.8065	7652.66	
125	15	43.75	14399.1	
125	17.4167	7.26521	68831.3	
125	16.2427	7.8828	51838.5	
125	18.8589	7.8223	93885.5	
125	17.4765	9.2978	66130.2	
125	16.1799	10.1075	51145.3	
125	18.6802	10.1164	87793.8	
125	17.4965	11.493	65362.5	
125	16.2567	12.5626	51926.4	
125	18.8291	12.5742	88391.3	
125	17.4963	13.8126	63666.5	
125	16.1716	14.8471	50123.1	
125	18.7324	14.9532	82561.7	
125	17.4353	16.2393	61272.8	
125	16.1443	17.4336	49615.3	
125	18.9799	17.8072	84440.5	
125	17.4556	18.8598	59634.3	
125	16.3191	20.0442	49623	
125	18.5065	20.2553	71765.4	
125	17.3851	21.5178	57342.4	
125	16.1131	22.6403	47165.2	
125	18.6851	22.7202	73467.9	
125	17.4262	23.9743	55684	
125	16.2466	24.9873	46644.2	
125	18.7308	25.0083	68147.6	
125	17.4067	26.3722	52693.9	
125	16.0951	27.5396	43199.8	
125	18.7236	27.5451	66169.8	
125	17.3443	28.804	49006.2	
125	16.1853	29.9196	41105.6	
125	18.6787	29.936	57835.7	
125	17.3107	31.185	44626.4	
125	16.0723	32.4267	36392.7	
125	18.6511	32.4294	54515.4	
125	17.382	33.749	40167.3	
125	16.3364	34.9864	33384.4	
125	18.69	35.0288	44996.6	
125	17.5012	36.2473	35707.2	
125	16.1783	37.4409	27514.3	
125	19.0742	37.7708	48893.5	
125	17.5436	38.8079	32516.7	
125	16.3421	40.1988	25855.8	
125	18.6399	40.2738	41708.8	
125	17.53	41.4161	33142.6	
125	16.2376	42.6055	23800.9	
125	18.7376	42.6055	55085.7	
125	17.5486	43.7863	38778.1	
132.562	-5	6.11987	5319.4	
131.359	-5	7.39378	5457.38	
134.944	-5	5.92235	6085.17	
133.862	-5	7.28109	6595.7	
132.545	-5	8.72207	6953.5	
131.056	-5	10.0024	6793.7	
135.102	-5	8.79094	8031.05	
133.785	-5	10.2319	8411.37	
132.5	-5	11.25	8409.37	
131.258	-5	12.4899	8275.62	
134.945	-5	11.4166	9665.48	
133.66	-5	12.4347	9678.74	
132.512	-5	13.6514	9806.85	
131.223	-5	14.9056	9475.99	
134.952	-5	13.5147	10891.4	
133.805	-5	14.7314	11035.2	
132.52	-5	16.1851	11055	
131.258	-5	17.5337	10664	
135.054	-5	15.962	12332.7	
133.769	-5	17.4157	12339.7	
132.515	-5	18.8112	12210.4	
131.215	-5	20.2052	11568.7	
134.951	-5	18.8396	13562.6	
133.697	-5	20.2351	13395.9	
132.389	-5	21.3352	12892.9	
131.192	-5	22.5341	12116.8	
134.845	-5	21.4309	14411.2	
133.537	-5	22.5311	13904.4	
132.386	-5	23.7348	13404.4	
131.146	-5	24.9858	12386.4	
134.902	-5	23.6655	14900.7	
133.751	-5	24.8692	14371.8	
132.432	-5	26.2483	13596.4	
131.18	-5	27.5735	12407.4	
134.997	-5	26.1922	15153.8	
133.677	-5	27.5712	14341.4	
132.373	-5	28.7842	13390.7	
130.95	-5	29.9752	11889.6	
134.993	-5	28.904	14920.8	
133.689	-5	30.117	13954.5	
132.336	-5	31.1118	12898	
131.14	-5	32.3988	11470.3	
134.872	-5	31.3453	14299.4	
133.519	-5	32.3401	13244.1	
132.392	-5	33.5175	12137.1	
131.282	-5	34.8328	10723.2	
134.874	-5	33.6333	13497.8	
133.747	-5	34.8108	12370.5	
132.522	-5	36.1427	11079.8	
131.383	-5	37.4386	9545.75	
135	-5	36.1191	12312.7	
133.775	-5	37.451	11024.1	
132.592	-5	38.7336	9640.16	
131.408	-5	40.1387	8013.36	
135.176	-5	38.8579	10757.6	
133.992	-5	40.1404	9395.21	
132.601	-5	41.0315	8190.97	
131.464	-5	42.4117	6558.29	
135.257	-5	41.3317	9056.71	
133.865	-5	42.2228	7915.97	
132.318	-5	43.332	6355.89	
134.997	-5	43.5535	7370.8	
137.762	-5	6.1695	6695.44	
136.675	-5	7.12494	7243.21	
140.349	-5	6.21397	6613.65	
139.365	-5	7.39794	7567.85	
137.821	-5	8.23158	8160.9	
136.247	-5	9.89758	8979.82	
140.23	-5	8.75906	8509.42	
138.685	-5	9.5927	9128.97	
137.299	-5	10.6797	9752.68	
135.997	-5	12.1987	10404.7	
139.855	-5	11.1259	10139	
138.469	-5	12.2129	10782.2	
137.556	-5	13.1567	11375.7	
136.512	-5	14.4727	11891	
140	-5	13.7117	11717.4	
139.088	-5	14.6555	12265.1	
138.037	-5	15.5717	12741.2	
136.579	-5	17.061	13252	
140.24	-5	16.2579	13019	
139.189	-5	17.1741	13525	
137.564	-5	17.9387	13859.6	
135.936	-5	19.7173	14173.7	
140.194	-5	18.8047	14201	
138.569	-5	19.5692	14562.5	
137.064	-5	20.4147	14744.4	
135.973	-5	22.1284	14961.5	
140	-5	21.3452	15061.7	
138.495	-5	22.1907	15240	
137.456	-5	23.0612	15542.7	
136.385	-5	24.5983	15486.3	
140.071	-5	23.8581	15532	
139.032	-5	24.7286	15718.5	
137.686	-5	25.4839	15788.3	
136.298	-5	27.0777	15506.2	
140.335	-5	26.383	15574.5	
138.989	-5	27.1382	15682	
137.494	-5	27.7158	15688.3	
136.189	-5	29.542	15094.8	
140.191	-5	28.8105	15397.2	
138.696	-5	29.388	15464.4	
137.274	-5	30.2872	15208.2	
135.957	-5	32.0905	14379	
140	-5	31.25	14866.1	
138.578	-5	32.1492	14572.1	
137.537	-5	33.0295	14374.4	
136.454	-5	34.5723	13471.6	
140.191	-5	33.856	13779.8	
139.15	-5	34.7363	13496.2	
137.709	-5	35.4636	13194.2	
136.255	-5	37.0104	12116.8	
140.372	-5	36.4116	12421.9	
138.931	-5	37.1389	12140.6	
137.455	-5	37.7998	11797.3	
136.375	-5	39.6473	10401.8	
140.235	-5	38.878	10881.7	
138.759	-5	39.5389	10603.4	
137.492	-5	40.5454	9944.4	
136.374	-5	42.2298	8577.05	
140.292	-5	41.3856	9057.54	
139.025	-5	42.3921	8466.62	
137.571	-5	43.506	7746.51	
140.165	-5	43.7862	7139.01	
