Locations Axis	Global	
Values axis	Global	
x(mm)	y(mm)	z(mm)	Value(N_m2)	
21.3167	0	7.37845	6.47225e+006	
23.917	0	7.29259	6.26847e+006	
20.0938	0	8.32308	6.45178e+006	
22.4164	0	9.09331	6.17707e+006	
21.1935	0	10.0379	6.15646e+006	
23.7223	0	9.99219	5.96695e+006	
19.7338	0	10.5844	6.18758e+006	
22.4298	0	12.0472	5.81617e+006	
20.97	0	12.5937	5.84733e+006	
23.6449	0	12.6267	5.65667e+006	
19.8421	0	13.3316	5.82192e+006	
22.5289	0	14.1573	5.5482e+006	
21.401	0	14.8952	5.52411e+006	
23.5755	0	14.889	5.38979e+006	
19.936	0	15.8543	5.47903e+006	
22.4933	0	16.1895	5.29636e+006	
21.0283	0	17.1487	5.25406e+006	
23.8509	0	17.2949	5.08051e+006	
19.8049	0	18.162	5.18218e+006	
22.2592	0	18.9826	4.95984e+006	
21.0358	0	19.9959	4.88821e+006	
23.5985	0	20.1056	4.75229e+006	
19.7179	0	20.5642	4.86572e+006	
22.2892	0	21.9403	4.58903e+006	
20.9712	0	22.5086	4.56671e+006	
23.6264	0	22.5773	4.45002e+006	
19.8387	0	23.2568	4.51038e+006	
22.5145	0	24.1296	4.30707e+006	
21.382	0	24.8778	4.25134e+006	
23.566	0	24.8699	4.17543e+006	
19.802	0	25.7428	4.18615e+006	
22.4513	0	26.1871	4.05203e+006	
20.8713	0	27.0521	3.98876e+006	
23.8118	0	27.3042	3.8703e+006	
19.7039	0	28.0985	3.88432e+006	
22.4392	0	28.7667	3.73202e+006	
21.2718	0	29.8132	3.62691e+006	
23.8185	0	29.876	3.55418e+006	
19.9444	0	30.7993	3.52501e+006	
22.4697	0	31.6667	3.3636e+006	
21.1423	0	32.6527	3.26059e+006	
23.6435	0	32.6527	3.21039e+006	
20.0403	0	33.4965	3.16774e+006	
22.4852	0	34.135	3.04374e+006	
21.3832	0	34.9788	2.94892e+006	
23.6639	0	34.9146	2.91996e+006	
19.884	0	35.9167	2.83932e+006	
22.4986	0	36.2811	2.75695e+006	
20.9993	0	37.219	2.64678e+006	
23.9197	0	37.3543	2.59257e+006	
19.6813	0	38.0308	2.54662e+006	
22.431	0	38.717	2.42187e+006	
21.113	0	39.5288	2.31813e+006	
23.6973	0	39.5519	2.29049e+006	
19.8169	0	40.623	2.16216e+006	
22.4271	0	41.2272	2.05542e+006	
21.131	0	42.3214	1.8958e+006	
23.6734	0	42.3978	1.87119e+006	
20.4405	0	43.4883	1.7149e+006	
22.8307	0	43.8083	1.65164e+006	
15.1305	0	5.97161	7.13334e+006	
17.4437	0	6.58637	6.8744e+006	
16.5326	0	7.47998	6.82943e+006	
18.9801	0	7.55281	6.63379e+006	
15.1504	0	8.22981	6.82299e+006	
17.4943	0	9.14536	6.53246e+006	
16.1121	0	9.8952	6.52711e+006	
18.608	0	9.91563	6.35405e+006	
14.8744	0	10.5978	6.49255e+006	
17.3156	0	11.9234	6.16333e+006	
16.0779	0	12.626	6.12816e+006	
18.4413	0	12.5922	6.00244e+006	
14.7725	0	13.1711	6.1055e+006	
17.3027	0	14.5268	5.79323e+006	
15.9972	0	15.0719	5.77188e+006	
18.7035	0	15.2662	5.62037e+006	
15.052	0	15.8026	5.69782e+006	
17.3024	0	16.9851	5.44656e+006	
16.3572	0	17.7158	5.37354e+006	
18.535	0	17.5732	5.31259e+006	
15.2	0	18.4458	5.30164e+006	
17.2455	0	19.3671	5.11449e+006	
16.0883	0	20.0971	5.04484e+006	
18.5155	0	19.9559	4.98841e+006	
15.0153	0	20.9651	4.94481e+006	
17.2579	0	21.8379	4.77492e+006	
16.1849	0	22.7059	4.67752e+006	
18.4603	0	22.4462	4.65661e+006	
14.7409	0	23.5445	4.58786e+006	
17.3006	0	24.3838	4.42809e+006	
15.8566	0	25.2223	4.34068e+006	
18.679	0	25.1944	4.28535e+006	
14.9202	0	26.072	4.24019e+006	
17.4791	0	26.9977	4.07465e+006	
16.5427	0	27.8473	3.97419e+006	
18.6021	0	27.5461	3.97823e+006	
15.1832	0	28.4585	3.91034e+006	
17.5726	0	29.3908	3.75376e+006	
16.2131	0	30.0019	3.69077e+006	
18.6744	0	29.9432	3.66036e+006	
14.9729	0	30.858	3.58698e+006	
17.3775	0	31.9284	3.41587e+006	
16.1374	0	32.7845	3.3122e+006	
18.6476	0	32.7845	3.28189e+006	
14.75	0	33.5142	3.22415e+006	
17.3564	0	34.5505	3.05821e+006	
15.9689	0	35.2801	2.96906e+006	
18.7491	0	35.2625	2.94332e+006	
14.994	0	35.9963	2.87725e+006	
17.3572	0	36.9173	2.72556e+006	
16.3822	0	37.6334	2.63041e+006	
18.4921	0	37.5714	2.6217e+006	
15.157	0	38.1286	2.56637e+006	
17.3787	0	39.1533	2.40165e+006	
16.1534	0	39.6484	2.33698e+006	
18.5679	0	39.6126	2.32501e+006	
14.9449	0	40.7352	2.17603e+006	
17.4549	0	41.3446	2.06864e+006	
16.2464	0	42.4314	1.90393e+006	
18.7039	0	42.3551	1.9048e+006	
15.2282	0	43.7482	1.69442e+006	
17.9837	0	43.7305	1.68496e+006	
9.96852	0	6.31274	7.49773e+006	
12.4524	0	6.15947	7.32178e+006	
11.1687	0	7.47354	7.21756e+006	
13.8484	0	7.31119	7.0518e+006	
10.1664	0	8.513	7.10041e+006	
12.4355	0	9.12141	6.86039e+006	
11.4332	0	10.1609	6.74549e+006	
13.7375	0	10.04	6.64026e+006	
10.2124	0	10.8133	6.66634e+006	
12.4784	0	12.0754	6.37588e+006	
11.2577	0	12.7279	6.2967e+006	
13.6153	0	12.6332	6.2359e+006	
10.3014	0	13.6236	6.16409e+006	
12.5705	0	14.1863	6.0215e+006	
11.6142	0	15.082	5.89347e+006	
13.7277	0	14.7242	5.90045e+006	
10.1311	0	16.1071	5.75041e+006	
12.5804	0	16.179	5.70044e+006	
11.0972	0	17.2041	5.56135e+006	
13.9047	0	17.2574	5.50716e+006	
10.0332	0	18.2281	5.41188e+006	
12.5192	0	18.9333	5.28198e+006	
11.4552	0	19.9573	5.14212e+006	
13.8145	0	20.1217	5.08517e+006	
10.1443	0	20.7799	5.03348e+006	
12.5094	0	21.9602	4.8429e+006	
11.1985	0	22.7828	4.73218e+006	
13.7102	0	22.8036	4.70577e+006	
10.3231	0	23.6271	4.61871e+006	
12.5809	0	24.2265	4.51955e+006	
11.7055	0	25.0708	4.40707e+006	
13.6116	0	24.9673	4.40415e+006	
10.2609	0	26.0345	4.2872e+006	
12.5169	0	26.2212	4.24082e+006	
11.0723	0	27.1848	4.12135e+006	
13.8255	0	27.3258	4.07893e+006	
10.0245	0	28.2635	3.98087e+006	
12.4381	0	28.9614	3.86881e+006	
11.3904	0	30.0401	3.73015e+006	
13.7958	0	30.0941	3.70168e+006	
10.0515	0	30.7674	3.6424e+006	
12.5093	0	31.968	3.45692e+006	
11.1705	0	32.6954	3.36505e+006	
13.6864	0	32.732	3.34188e+006	
10.2102	0	33.5649	3.251e+006	
12.589	0	34.2378	3.14186e+006	
11.6287	0	35.1074	3.0247e+006	
13.6525	0	35.02	3.02243e+006	
10.1557	0	36.172	2.88425e+006	
12.5441	0	36.3149	2.84517e+006	
11.0711	0	37.3795	2.70314e+006	
13.8856	0	37.2912	2.69784e+006	
9.92109	0	38.3337	2.5731e+006	
12.5	0	38.75	2.49437e+006	
11.35	0	39.7042	2.35969e+006	
13.7714	0	39.5874	2.36024e+006	
9.91299	0	40.858	2.19462e+006	
12.4729	0	41.323	2.10236e+006	
11.0359	0	42.4767	1.93376e+006	
13.6463	0	42.4707	1.91515e+006	
10.2188	0	43.5583	1.76774e+006	
12.8153	0	43.6756	1.72422e+006	
7.60573	0	5.3945	7.88637e+006	
6.52254	0	7.00492	7.60886e+006	
8.7602	0	6.95132	7.4896e+006	
7.58757	0	7.76731	7.42864e+006	
6.13856	0	9.68305	7.02687e+006	
8.99372	0	9.32899	6.99505e+006	
7.48123	0	10.7686	6.73165e+006	
6.2385	0	12.862	6.35647e+006	
8.69995	0	12.2529	6.43444e+006	
7.66621	0	13.592	6.23521e+006	
6.49955	0	15.3701	5.92013e+006	
9.26763	0	14.9627	5.94835e+006	
7.64105	0	16.092	5.76005e+006	
6.34789	0	17.5724	5.55567e+006	
8.50447	0	17.2364	5.58123e+006	
7.51346	0	18.4363	5.43453e+006	
6.24265	0	19.8322	5.24442e+006	
9.04221	0	19.428	5.23826e+006	
7.55864	0	21.0093	5.0097e+006	
6.29595	0	22.9405	4.7774e+006	
8.66072	0	22.3611	4.81634e+006	
7.70508	0	23.6635	4.66149e+006	
6.52083	0	25.3762	4.43826e+006	
9.36744	0	24.9294	4.44822e+006	
7.70508	0	26.1635	4.28513e+006	
6.32846	0	27.7243	4.11254e+006	
8.59851	0	27.2685	4.13325e+006	
7.66582	0	28.5516	3.98629e+006	
6.33838	0	29.8767	3.83078e+006	
9.09179	0	29.5466	3.81669e+006	
7.61491	0	30.9876	3.63031e+006	
6.21952	0	32.8668	3.4075e+006	
8.57465	0	32.2084	3.45814e+006	
7.6366	0	33.5435	3.29232e+006	
6.4974	0	35.3094	3.05579e+006	
9.27209	0	34.9	3.07379e+006	
7.67776	0	35.9895	2.92831e+006	
6.38031	0	37.5212	2.73411e+006	
8.56136	0	37.2615	2.74058e+006	
7.53805	0	38.3677	2.59582e+006	
6.22485	0	39.8011	2.40013e+006	
8.89778	0	39.44	2.41819e+006	
7.34513	0	40.8296	2.22081e+006	
6.07183	0	42.6042	1.97346e+006	
8.36034	0	42.2476	1.9964e+006	
7.54783	0	43.5739	1.79852e+006	
57.8805	-5	5.61855	184079	
56.3576	-5	7.12355	205731	
60.1064	-5	6.22768	246832	
58.56	-5	6.95448	242599	
57.4961	-5	7.68735	259267	
56.2693	-5	9.35378	303159	
59.9926	-5	8.67776	354688	
58.9286	-5	9.41063	371685	
57.5193	-5	10.6038	402953	
56.3179	-5	12.4226	452446	
60.1343	-5	11.1888	491011	
58.725	-5	12.382	524111	
57.5517	-5	13.551	559252	
56.2326	-5	14.7641	563173	
60.166	-5	13.5398	611647	
58.9927	-5	14.7088	648588	
57.5254	-5	15.6379	658045	
56.3487	-5	17.1216	665790	
59.9362	-5	16.1999	745216	
58.4689	-5	17.1289	752834	
57.4011	-5	17.902	746742	
56.1379	-5	19.5961	748011	
59.9001	-5	18.8548	857396	
58.8322	-5	19.6278	859704	
57.4274	-5	20.8151	860661	
56.2466	-5	22.427	838591	
60.1522	-5	21.2798	947007	
58.7473	-5	22.4671	948477	
57.4679	-5	23.546	935974	
56.2179	-5	24.758	886660	
60.1153	-5	23.6887	1.00129e+006	
58.8359	-5	24.7676	991090	
57.4679	-5	25.5599	963136	
56.3766	-5	26.9719	910867	
59.9029	-5	26.1739	1.03159e+006	
58.5349	-5	26.9661	1.00534e+006	
57.5	-5	27.8472	967131	
56.25	-5	29.5833	898468	
59.865	-5	28.7325	1.02958e+006	
58.8301	-5	29.6136	997812	
57.5181	-5	30.7604	955751	
56.3666	-5	32.309	873023	
60.0124	-5	31.202	1.00076e+006	
58.7004	-5	32.3488	956945	
57.476	-5	33.4839	902286	
56.0899	-5	34.7669	806427	
59.952	-5	33.7447	936189	
58.7277	-5	34.8798	880069	
57.4525	-5	35.5763	835576	
56.2446	-5	37.0194	733033	
59.9955	-5	36.2311	843759	
58.7203	-5	36.9275	801073	
57.44	-5	37.8154	736296	
56.1573	-5	39.5066	616362	
60.121	-5	38.6992	725888	
58.8407	-5	39.5871	667809	
57.5007	-5	40.8698	585746	
56.2552	-5	42.5156	454892	
60.1427	-5	41.2519	580453	
58.8027	-5	42.5346	498274	
57.557	-5	43.7508	409954	
60.0846	-5	43.559	442285	
62.4748	-5	6.12463	263981	
61.0581	-5	7.24554	296008	
65.0841	-5	6.30394	280241	
63.7482	-5	7.35562	321758	
62.7255	-5	8.4078	368806	
61.66	-5	9.84003	428828	
65.0964	-5	8.66069	382513	
64.0736	-5	9.71288	431327	
62.8059	-5	10.8703	491215	
61.2803	-5	12.2191	550664	
65.0408	-5	11.1867	503464	
63.773	-5	12.3441	562357	
62.7598	-5	13.3463	619274	
61.6456	-5	14.6669	680519	
64.9939	-5	13.8109	626170	
63.9807	-5	14.8131	682862	
62.5687	-5	15.716	734190	
60.8593	-5	17.249	798189	
64.7706	-5	16.5295	752445	
63.3586	-5	17.4324	800567	
62.5046	-5	18.2651	847448	
61.5454	-5	19.8709	905848	
64.7255	-5	19.0964	849963	
63.8715	-5	19.9291	891396	
62.4809	-5	20.7909	934106	
61.0876	-5	22.1997	974516	
64.6978	-5	21.582	924656	
63.3072	-5	22.4438	959849	
62.4382	-5	23.3124	997523	
61.4659	-5	24.8013	1.02364e+006	
64.77	-5	24.0674	969554	
63.901	-5	24.936	997696	
62.4469	-5	25.8863	1.02825e+006	
60.8839	-5	27.2589	1.03831e+006	
64.9192	-5	26.4724	984366	
63.4651	-5	27.4227	1.00752e+006	
62.3183	-5	28.3767	1.03199e+006	
61.2994	-5	29.8504	1.02248e+006	
64.8932	-5	28.92	974112	
63.7464	-5	29.874	989612	
62.4045	-5	30.7973	998928	
61.1176	-5	32.1489	978349	
64.7947	-5	31.4979	933063	
63.4528	-5	32.4212	934123	
62.5859	-5	33.1952	938288	
61.4203	-5	34.7909	895230	
64.7935	-5	33.989	862849	
63.9266	-5	34.7629	856041	
62.5312	-5	35.6506	848801	
61.1064	-5	37.0908	799026	
64.7454	-5	36.5029	762547	
63.3499	-5	37.3906	747693	
62.4874	-5	38.2702	726208	
61.5021	-5	39.8786	651293	
64.7485	-5	38.9895	641547	
63.886	-5	39.8691	612685	
62.6114	-5	40.7618	585996	
61.252	-5	42.1351	520211	
65.0291	-5	41.2816	507164	
63.7545	-5	42.1743	483986	
62.9784	-5	43.3825	426231	
65.5519	-5	43.4792	372209	
67.7073	-5	6.43516	272635	
66.3628	-5	7.57028	323963	
68.8393	-5	7.58928	293301	
67.6017	-5	8.86082	364170	
66.3353	-5	9.95123	427243	
68.7624	-5	10.0215	378176	
67.3785	-5	11.3846	472494	
66.0839	-5	12.62	551289	
68.562	-5	12.5668	484623	
67.3661	-5	13.8631	572767	
66.2761	-5	15.054	653811	
68.7566	-5	14.72	552941	
67.3896	-5	16.3187	668454	
65.8841	-5	17.7942	770502	
68.7318	-5	17.4429	645383	
67.3934	-5	18.8638	753338	
66.2347	-5	20.166	837904	
68.8413	-5	20.1439	711455	
67.2209	-5	21.3532	826740	
65.6839	-5	22.7692	916775	
68.4671	-5	22.5581	780121	
67.2971	-5	23.898	864680	
66.3831	-5	25.1962	921681	
68.8299	-5	25.1071	784798	
67.4553	-5	26.4601	873851	
65.9914	-5	27.7362	938022	
68.6253	-5	27.6201	799299	
67.2952	-5	28.887	868109	
66.197	-5	30.0708	908403	
68.6699	-5	30.0169	773555	
67.0582	-5	31.3867	841705	
65.6558	-5	32.8139	866243	
68.3436	-5	32.5752	741849	
67.1383	-5	33.8698	768704	
66.276	-5	35.0449	769013	
68.5588	-5	34.8064	663389	
67.3497	-5	36.3688	668233	
65.8191	-5	37.8268	661954	
68.5353	-5	37.4936	560516	
67.3421	-5	38.8408	552369	
66.2715	-5	40.0035	537632	
68.8153	-5	39.9868	432501	
67.1951	-5	41.0589	447581	
65.9527	-5	42.337	420633	
68.4527	-5	42.337	332537	
67.5483	-5	43.2223	317728	
75	14.9425	6.31496	2.09973e+006	
75	17.2441	6.77255	2.68283e+006	
75	16.2706	7.81385	2.5161e+006	
75	18.9249	7.54579	3.25111e+006	
75	15.0964	8.89922	2.35396e+006	
75	17.2131	9.26289	2.82245e+006	
75	16.0389	10.3483	2.59431e+006	
75	18.466	10.2483	3.12598e+006	
75	14.9703	11.3066	2.41374e+006	
75	17.0634	11.7104	2.82747e+006	
75	15.9948	12.6687	2.59752e+006	
75	18.559	12.6851	3.15545e+006	
75	14.9326	13.8066	2.41112e+006	
75	17.2725	14.008	2.8238e+006	
75	16.2103	15.1459	2.61795e+006	
75	18.4893	14.9455	3.09469e+006	
75	14.8853	16.2113	2.39201e+006	
75	17.3454	16.4345	2.84984e+006	
75	16.0204	17.5	2.55551e+006	
75	18.6759	17.4364	3.12753e+006	
75	14.8884	18.6384	2.34624e+006	
75	17.382	18.8616	2.77721e+006	
75	16.25	20	2.54064e+006	
75	18.6311	19.905	3.04568e+006	
75	14.8925	21.1336	2.3044e+006	
75	17.5018	21.177	2.80391e+006	
75	16.1444	22.3107	2.49074e+006	
75	18.8411	22.2663	3.10423e+006	
75	14.9979	23.6177	2.26507e+006	
75	17.5018	23.677	2.73536e+006	
75	16.3553	24.9841	2.46433e+006	
75	18.6505	24.9164	3.01177e+006	
75	15.0243	26.1353	2.21679e+006	
75	17.5	26.25	2.72148e+006	
75	16.169	27.4011	2.39935e+006	
75	18.5599	27.4524	2.96732e+006	
75	14.919	28.6511	2.1352e+006	
75	17.4441	28.868	2.64423e+006	
75	16.1941	30.118	2.33326e+006	
75	18.5375	30.149	2.89686e+006	
75	14.9107	31.1607	2.07535e+006	
75	17.4142	31.441	2.61968e+006	
75	16.1308	32.4837	2.29205e+006	
75	18.7681	32.4969	2.98531e+006	
75	14.9107	33.6607	2.01201e+006	
75	17.4333	33.8959	2.56614e+006	
75	16.2132	35.0729	2.23955e+006	
75	18.5918	35.0201	2.8767e+006	
75	14.8974	36.2564	1.94088e+006	
75	17.4426	36.3959	2.53732e+006	
75	16.1268	37.5794	2.17274e+006	
75	18.8339	37.4275	2.94608e+006	
75	14.8974	38.7564	1.86106e+006	
75	17.4794	38.8229	2.47774e+006	
75	16.25	40	2.11122e+006	
75	18.618	39.947	2.78795e+006	
75	14.8448	41.208	1.76119e+006	
75	17.6419	41.4641	2.45918e+006	
75	16.2367	42.672	2.03609e+006	
75	19.1469	42.5898	2.96804e+006	
75	15.0938	43.7871	1.70557e+006	
75	17.958	44.2894	2.4109e+006	
75	9.96444	6.05761	1.34002e+006	
75	12.3958	6.46916	1.67765e+006	
75	11.491	7.40213	1.67294e+006	
75	13.9299	7.61347	2.0558e+006	
75	9.96995	8.46186	1.5317e+006	
75	12.618	8.7872	1.92923e+006	
75	11.0969	9.84694	1.75956e+006	
75	13.7845	10.0729	2.18985e+006	
75	9.84694	11.0969	1.63122e+006	
75	12.5	11.25	1.99393e+006	
75	11.25	12.5	1.86208e+006	
75	13.6857	12.4837	2.20849e+006	
75	9.77235	13.7509	1.68755e+006	
75	12.3511	14.0139	2.0247e+006	
75	10.8735	15.2649	1.83002e+006	
75	13.598	15.3369	2.2049e+006	
75	9.62601	16.1486	1.6828e+006	
75	12.313	16.5869	2.00012e+006	
75	11.0655	17.4706	1.84225e+006	
75	13.6003	17.4613	2.17484e+006	
75	9.67509	18.4691	1.67665e+006	
75	12.3679	19.0139	1.98651e+006	
75	10.9775	20.0124	1.79479e+006	
75	13.6561	20.191	2.13781e+006	
75	9.82143	21.0714	1.64697e+006	
75	12.4061	21.441	1.93199e+006	
75	11.25	22.5	1.77173e+006	
75	13.6425	22.3836	2.08408e+006	
75	9.70339	23.6496	1.57936e+006	
75	12.4351	23.868	1.8866e+006	
75	10.8885	25.0177	1.66546e+006	
75	13.7905	25.1021	2.04142e+006	
75	9.55705	26.0557	1.49323e+006	
75	12.4351	26.368	1.8091e+006	
75	11.1037	27.4061	1.61783e+006	
75	13.669	27.4011	1.96356e+006	
75	9.62396	28.6627	1.41623e+006	
75	12.4322	28.868	1.74361e+006	
75	10.9525	30.1247	1.51135e+006	
75	13.6822	30.118	1.89045e+006	
75	9.62412	31.1519	1.32623e+006	
75	12.4322	31.368	1.65904e+006	
75	11.1038	32.3952	1.44998e+006	
75	13.6607	32.4107	1.82451e+006	
75	9.67524	33.4666	1.24403e+006	
75	12.3927	33.941	1.57272e+006	
75	10.9641	35.0124	1.33925e+006	
75	13.6427	35.191	1.73608e+006	
75	9.74804	35.9583	1.15001e+006	
75	12.3927	36.441	1.48372e+006	
75	11.1766	37.3869	1.27279e+006	
75	13.6474	37.5064	1.66453e+006	
75	9.74804	38.4583	1.04794e+006	
75	12.4206	38.941	1.39391e+006	
75	10.9921	40.0124	1.14376e+006	
75	13.6706	40.191	1.56848e+006	
75	9.86967	41.1444	946264	
75	12.386	41.75	1.27306e+006	
75	11.2636	42.882	1.04626e+006	
75	13.5601	42.767	1.43921e+006	
75	10.4949	43.585	910070	
75	12.733	44.2385	1.20346e+006	
75	4.8106	6.42627	793547	
75	7.29955	6.72524	1.08921e+006	
75	6.33577	7.79945	1.04546e+006	
75	8.95172	7.56403	1.35481e+006	
75	5.00706	8.85034	955658	
75	7.40388	9.08513	1.24017e+006	
75	6.07516	10.136	1.14849e+006	
75	8.4221	9.98296	1.41589e+006	
75	4.78038	10.9977	1.03561e+006	
75	7.27825	11.5041	1.33941e+006	
75	5.98347	12.3657	1.22128e+006	
75	8.70309	12.618	1.54614e+006	
75	4.75895	13.5182	1.11772e+006	
75	7.371	13.9861	1.40549e+006	
75	6.14649	15.1385	1.30115e+006	
75	8.44027	15.119	1.54732e+006	
75	4.69557	16.2256	1.16577e+006	
75	7.36104	16.4861	1.4398e+006	
75	5.91012	17.5732	1.29361e+006	
75	8.54678	17.5157	1.5651e+006	
75	4.77583	18.6711	1.18358e+006	
75	7.44312	18.868	1.43423e+006	
75	6.30883	19.9659	1.32052e+006	
75	8.57143	19.8214	1.5428e+006	
75	4.85877	21.0848	1.17959e+006	
75	7.40983	21.441	1.4051e+006	
75	5.95977	22.5599	1.24988e+006	
75	8.65983	22.691	1.49977e+006	
75	4.79993	23.6189	1.1297e+006	
75	7.34733	24.059	1.33669e+006	
75	6.1875	25.118	1.20962e+006	
75	8.39089	25.0177	1.41262e+006	
75	4.65678	26.2275	1.05783e+006	
75	7.35018	26.559	1.27079e+006	
75	5.81946	27.6685	1.10334e+006	
75	8.51634	27.597	1.34249e+006	
75	4.65678	28.7275	976472	
75	7.35472	29.059	1.18098e+006	
75	6.19204	30.118	1.04606e+006	
75	8.46234	30.1247	1.24914e+006	
75	4.76411	31.2267	899222	
75	7.33992	31.559	1.08931e+006	
75	5.91199	32.6677	925007	
75	8.50169	32.5862	1.15573e+006	
75	4.77947	33.7655	796372	
75	7.39788	33.941	993637	
75	6.26535	35.0388	854909	
75	8.57143	34.8214	1.07392e+006	
75	4.82108	36.2692	699585	
75	7.37162	36.4861	885657	
75	5.92734	37.7165	713496	
75	8.54823	37.623	950605	
75	4.86589	38.6447	597312	
75	7.37162	38.9861	774886	
75	6.31017	39.9143	646221	
75	8.57143	39.8214	859906	
75	4.73764	41.0362	491975	
75	7.69983	41.3215	701091	
75	6.1273	42.4433	520795	
75	8.99807	42.6444	777523	
75	4.9346	43.4658	398788	
75	8.0321	43.9395	606442	
75	2.37565	6.2161	535741	
75	1.3237	7.73558	517050	
75	3.83001	7.46152	753937	
75	2.56377	8.53036	683735	
75	1.10741	10.4212	626625	
75	3.74082	9.91917	883823	
75	2.06678	10.9527	745667	
75	0.76617	12.7827	691052	
75	3.10634	12.0312	900101	
75	1.89776	13.6304	831477	
75	0.970435	15.7058	791259	
75	3.55038	15.1174	1.03994e+006	
75	1.95113	16.2075	895418	
75	0.853108	17.7646	813922	
75	3.09632	17.3158	1.02299e+006	
75	2.04763	18.7449	934338	
75	1.11015	20.5138	847269	
75	3.72714	20.1002	1.08911e+006	
75	1.88589	21.1929	912238	
75	0.612721	22.7852	787913	
75	3.01751	22.1776	1.00535e+006	
75	1.82209	23.5296	885683	
75	0.969271	25.6106	774503	
75	3.60451	24.971	1.00599e+006	
75	1.98896	26.0957	847564	
75	0.819067	27.8221	717161	
75	3.04123	27.3523	900805	
75	2.01642	28.7145	784687	
75	1.01668	30.5949	653252	
75	3.63196	30.0897	857753	
75	1.9879	31.1907	702507	
75	0.873809	32.8425	578405	
75	3.12004	32.3277	742470	
75	1.92887	33.7435	613555	
75	0.991071	35.7755	485511	
75	3.5883	35.1813	663042	
75	1.9236	36.2499	520174	
75	0.825066	37.8053	411874	
75	3.15638	37.3378	550370	
75	1.98217	38.6392	436721	
75	0.987432	40.549	323669	
75	3.69168	39.9462	474925	
75	2.05983	41.0668	348103	
75	0.921288	42.4485	260467	
75	3.10579	42.1568	354996	
75	2.38564	43.4415	274496	
115.065	25	6.17705	1.71584e+006	
117.568	25	6.2091	1.50861e+006	
116.388	25	7.4591	1.58858e+006	
118.823	25	7.41401	1.32968e+006	
115.094	25	8.6041	1.76227e+006	
117.573	25	8.66401	1.48282e+006	
116.278	25	9.80901	1.60436e+006	
118.75	25	9.88196	1.40589e+006	
115.029	25	11.059	1.69194e+006	
117.5	25	11.132	1.50802e+006	
116.25	25	12.382	1.56713e+006	
118.742	25	12.382	1.3581e+006	
115	25	13.632	1.69364e+006	
117.504	25	13.632	1.46934e+006	
116.254	25	14.882	1.55995e+006	
118.827	25	14.855	1.32847e+006	
115	25	16.132	1.71459e+006	
117.504	25	16.132	1.45612e+006	
116.25	25	17.382	1.57053e+006	
118.753	25	17.382	1.32614e+006	
115	25	18.632	1.69137e+006	
117.498	25	18.632	1.5193e+006	
116.248	25	19.882	1.59532e+006	
118.63	25	19.8738	1.40653e+006	
115.002	25	21.177	1.69384e+006	
117.498	25	21.132	1.49238e+006	
116.252	25	22.427	1.52805e+006	
118.75	25	22.427	1.34276e+006	
115.002	25	23.677	1.6527e+006	
117.573	25	23.6796	1.46481e+006	
116.323	25	24.9296	1.4919e+006	
118.823	25	24.9296	1.35994e+006	
115.061	25	26.177	1.73052e+006	
117.455	25	26.2228	1.40613e+006	
116.193	25	27.4703	1.58378e+006	
118.681	25	27.4703	1.27946e+006	
115.113	25	28.6041	1.68667e+006	
117.381	25	28.7203	1.44882e+006	
116.301	25	29.8541	1.52172e+006	
118.749	25	29.927	1.3293e+006	
115.052	25	31.059	1.61525e+006	
117.499	25	31.177	1.40917e+006	
116.25	25	32.382	1.47241e+006	
118.75	25	32.382	1.2907e+006	
115	25	33.632	1.54995e+006	
117.508	25	33.632	1.43515e+006	
116.258	25	34.882	1.45493e+006	
118.758	25	34.882	1.3359e+006	
115.002	25	36.132	1.62598e+006	
117.435	25	36.1066	1.35518e+006	
116.179	25	37.3566	1.46087e+006	
118.677	25	37.3566	1.27512e+006	
115.001	25	38.6314	1.53619e+006	
117.426	25	38.7232	1.32677e+006	
116.248	25	39.9981	1.445e+006	
118.812	25	39.8806	1.27189e+006	
114.995	25	41.1751	1.60125e+006	
117.42	25	41.1727	1.40486e+006	
116.167	25	42.3498	1.52501e+006	
118.669	25	42.3498	1.24983e+006	
114.99	25	43.6027	1.59977e+006	
117.441	25	43.5565	1.40185e+006	
109.858	25	6.15493	2.14721e+006	
112.497	25	6.25	1.90387e+006	
111.179	25	7.54508	1.99787e+006	
113.814	25	7.54508	1.7857e+006	
109.931	25	8.67705	2.21086e+006	
112.498	25	8.86803	1.94715e+006	
111.25	25	10	2.09104e+006	
113.778	25	9.92705	1.80605e+006	
110	25	11.132	2.24536e+006	
112.5	25	11.25	1.98795e+006	
111.25	25	12.382	2.04987e+006	
113.75	25	12.382	1.79878e+006	
110	25	13.632	2.21466e+006	
112.428	25	13.677	1.9372e+006	
111.178	25	14.927	2.08728e+006	
113.678	25	14.927	1.77936e+006	
110	25	16.132	2.24261e+006	
112.428	25	16.177	1.93029e+006	
111.25	25	17.382	2.04328e+006	
113.75	25	17.382	1.81004e+006	
110	25	18.632	2.17912e+006	
112.506	25	18.632	1.9589e+006	
111.256	25	19.882	2.03656e+006	
113.756	25	19.882	1.75763e+006	
109.927	25	21.1815	2.17452e+006	
112.473	25	21.2049	1.88134e+006	
111.144	25	22.5045	1.98509e+006	
113.72	25	22.5	1.78151e+006	
109.927	25	23.6815	2.14662e+006	
112.467	25	23.75	1.94394e+006	
111.25	25	24.927	2.0287e+006	
